CALLDATE,LOGINTIME,DAYSWORKED,TOTALTALKTIME,INCOMINGCALLS,OUTGOINGEXTERNAL,HOLDTIME,WRAPTIME,TOTALHANDLETIME,AHTHANDLETIME,OUTBOUNDOFFERED,PERSONAL,READY,SMSCFLOORSUPPORT,LUNCH30,LUNCH60,INCOMINGCHAT,AGENT
7/29/2020,91,1,1408,5,0,0,476,1884,1884,0,0,5,0,0,0,,Agent 17
4/10/2020,371,1,6649,28,0,0,282,6931,6931,2,0,32,0,0,0,,Agent 10
11/21/2020,210,1,6555,36,0,195,940,7690,7690,4,0,47,0,0,0,,Agent 12
10/24/2020,279,1,2025,8,1,108,189,2322,1514,14,0,0,0,0,0,,Agent 19
8/29/2020,216,1,9157,36,0,0,250,9407,8043,1,0,39,0,0,0,,Agent 15
3/2/2020,143,1,11492,33,0,0,2186,13678,9030,2,0,4,0,0,0,,Agent 1
12/2/2020,216,1,12270,34,3,862,2878,16010,10781,16,0,16,0,0,0,,Agent 19
6/25/2020,80,1,13203,69,1,1958,229,15390,15217,5,0,134,0,0,0,,Agent 3
5/13/2020,420,1,11907,73,5,1706,1129,14742,14369,8,0,145,0,0,0,,Agent 39
4/20/2020,235,1,30481,50,0,1556,492,32529,12948,10,0,39,0,0,0,,Agent 15
3/10/2020,379,1,12601,39,10,1757,1293,15651,15327,22,0,50,0,0,0,,Agent 41
7/7/2020,265,1,4733,13,1,1286,455,6474,6419,8,0,24,0,0,0,,Agent 19
6/13/2020,210,1,6696,34,1,1036,130,7862,7651,1,0,57,0,0,0,,Agent 3
9/4/2020,447,1,8572,60,1,675,3274,12521,11754,12,0,80,0,0,0,,Agent 25
8/22/2020,169,1,1160,7,0,0,473,1633,1633,0,0,6,0,0,0,,Agent 47
5/20/2020,400,1,11292,34,4,1015,1921,14228,13678,23,0,122,0,0,0,,Agent 41
2/8/2020,213,1,8646,29,0,70,357,9073,9073,3,0,25,0,0,0,,Agent 15
6/3/2020,226,1,3854,20,0,961,1309,6124,6124,1,0,2,0,0,0,,Agent 27
7/28/2020,84,1,11572,79,0,2009,408,13989,13525,3,0,139,0,0,0,,Agent 3
6/20/2020,209,1,7418,24,0,2215,543,10176,7874,1,0,47,0,0,0,,Agent 25
5/30/2020,210,1,7915,37,0,299,1240,9454,8456,2,0,35,0,0,0,,Agent 12
9/26/2020,212,1,9905,23,1,362,364,10631,9733,17,0,17,0,0,0,,Agent 15
4/6/2020,236,1,21180,65,2,985,602,22767,19121,6,0,53,0,0,0,,Agent 15
4/8/2020,238,1,15168,60,0,669,621,16458,16458,2,0,125,0,0,0,,Agent 15
12/19/2020,208,1,5390,39,0,964,598,6952,6952,3,0,36,0,0,0,,Agent 3
11/2/2020,387,1,17465,29,18,1918,2489,21872,11551,81,0,14,0,0,0,,Agent 19
5/20/2020,426,1,5707,35,0,406,416,6529,6529,3,0,183,0,0,0,,Agent 45
8/28/2020,216,1,16779,65,11,1255,1067,19101,17871,38,0,84,0,0,0,,Agent 5
1/30/2020,19,1,,,,,,,,6,0,119,0,0,0,,Agent 19
12/1/2020,326,1,10242,83,0,426,699,11367,11367,3,0,31,0,0,0,,Agent 27
12/16/2020,270,1,7997,36,0,772,1700,10469,10469,4,0,52,0,0,0,,Agent 39
5/26/2020,199,1,32240,32,1,872,721,33833,10867,16,0,18,0,0,0,,Agent 15
6/22/2020,209,1,24922,72,3,1343,2685,28950,19789,16,0,11,0,0,0,,Agent 37
7/24/2020,393,1,7685,30,2,3422,656,11763,11637,5,0,42,0,0,0,,Agent 13
6/22/2020,379,1,26715,35,12,2657,1138,30510,16992,0,0,14,0,0,0,,Agent 39
6/1/2020,407,1,10840,58,0,1346,467,12653,12653,4,0,10,0,0,0,,Agent 45
3/17/2020,196,1,16624,79,3,532,1981,19137,17642,14,0,60,0,0,0,,Agent 19
11/7/2020,210,1,5737,26,7,359,1216,7312,6986,1,0,52,0,0,0,,Agent 19
11/9/2020,127,1,21074,65,6,272,2882,24228,16243,8,0,31,0,0,0,,Agent 30
5/5/2020,429,1,7517,46,0,499,3321,11337,11337,5,0,10,0,0,0,,Agent 20
8/1/2020,217,1,7856,44,0,326,1649,9831,9831,4,0,32,0,0,0,,Agent 12
6/24/2020,176,1,3018,27,0,719,146,3883,3883,2,0,45,0,0,0,,Agent 27
8/4/2020,168,1,15915,83,0,1154,1362,18431,18431,10,0,59,0,0,0,,Agent 44
4/21/2020,420,1,6607,43,0,521,4244,11372,11372,4,0,18,0,0,0,,Agent 20
6/24/2020,94,1,501,1,0,0,18,519,519,0,0,0,0,0,0,,Agent 1
6/6/2020,263,1,686,3,1,0,897,1583,1552,32,0,0,0,0,0,,Agent 1
4/11/2020,210,1,8054,28,0,163,134,8351,8351,3,0,48,0,0,0,,Agent 15
5/2/2020,210,1,8759,39,0,163,813,9735,9735,4,0,11,0,0,0,,Agent 35
4/24/2020,214,1,7658,32,9,0,1031,8689,7883,32,0,22,0,0,0,,Agent 35
5/16/2020,207,1,7785,32,0,140,551,8476,8154,2,0,56,0,0,0,,Agent 41
10/22/2020,251,1,6428,29,0,914,847,8189,7975,1,0,48,0,0,0,,Agent 39
5/4/2020,11,1,23129,95,0,608,1338,25075,25075,8,0,42,0,0,0,,Agent 28
10/17/2020,220,1,8148,24,0,445,567,9160,9160,4,0,59,0,0,0,,Agent 28
5/26/2020,199,1,16228,23,6,205,3458,19891,7558,54,0,10,0,0,0,,Agent 35
3/13/2020,374,1,11637,54,0,2131,878,14646,14646,5,0,135,0,0,0,,Agent 39
5/20/2020,479,1,6497,49,0,934,434,7865,7804,5,0,213,0,0,0,,Agent 25
5/27/2020,328,1,6234,53,0,698,430,7362,7362,1,0,44,0,0,0,,Agent 27
4/13/2020,240,1,17656,53,7,3867,1532,23055,18480,7,0,48,0,0,0,,Agent 39
4/11/2020,217,1,7096,46,1,197,572,7865,7847,6,0,71,0,0,0,,Agent 35
5/9/2020,226,1,7553,24,1,0,554,8107,7499,11,0,48,0,0,0,,Agent 1
11/14/2020,214,1,9361,24,0,491,324,10176,9946,5,0,24,0,0,0,,Agent 15
5/1/2020,190,1,9975,31,10,142,1955,12072,9101,104,0,28,0,0,0,,Agent 35
4/28/2020,370,1,12504,44,0,3873,1521,17898,17898,4,0,0,0,0,0,,Agent 41
2/19/2020,325,1,11952,30,0,900,375,13227,10861,5,0,17,0,0,0,,Agent 15
4/1/2020,359,1,12180,59,0,3291,1297,16768,16144,9,0,136,0,0,0,,Agent 39
10/30/2020,344,1,14148,102,1,1997,503,16648,16613,7,0,141,0,0,0,,Agent 3
5/26/2020,427,1,26281,20,8,3808,2156,32245,12732,39,0,6,0,0,0,,Agent 12
1/13/2020,61,1,,,,,,,,0,0,3,0,0,0,,Agent 47
3/27/2020,402,1,29438,63,3,1755,1098,32291,19242,21,0,45,0,0,0,,Agent 15
4/23/2020,340,1,3057,19,0,689,105,3851,3851,1,0,1,0,0,0,,Agent 27
12/4/2020,379,1,13040,63,0,562,3126,16728,13266,15,0,63,0,0,0,,Agent 46
3/9/2020,369,1,16377,40,2,2525,1754,20656,17388,10,0,20,0,0,0,,Agent 41
5/8/2020,402,1,9076,36,0,0,252,9328,9328,3,0,17,0,0,0,,Agent 10
4/13/2020,382,1,773,2,0,0,581,1354,1354,0,0,0,0,0,0,,Agent 17
4/16/2020,442,1,32775,26,2,1198,2582,36555,10079,21,0,26,0,0,0,,Agent 12
7/29/2020,163,1,3021,16,0,213,988,4222,4222,1,0,4,0,0,0,,Agent 23
7/23/2020,188,1,14520,54,1,3229,1072,18821,13387,2,0,72,0,0,0,,Agent 3
3/20/2020,216,1,31212,30,3,347,2027,33586,8971,13,0,31,0,0,0,,Agent 19
4/20/2020,425,1,26504,44,4,956,2659,30119,16842,6,0,25,0,0,0,,Agent 12
6/4/2020,215,1,15644,60,0,273,503,16420,16420,7,0,124,0,0,0,,Agent 15
8/18/2020,212,1,16916,48,3,5187,1139,23242,19069,9,0,48,0,0,0,,Agent 19
3/26/2020,237,1,2668,7,0,0,150,2818,2818,0,0,1,0,0,0,,Agent 17
6/19/2020,430,1,14008,63,0,1249,1094,16351,16351,8,0,145,0,0,0,,Agent 15
6/15/2020,250,1,21956,60,2,428,605,22989,19234,10,0,46,0,0,0,,Agent 15
6/5/2020,305,1,11626,52,2,955,673,13254,13166,5,0,123,0,0,0,,Agent 15
3/3/2020,27,1,4238,3,0,0,272,4510,1152,14,0,0,0,0,0,,Agent 1
10/7/2020,480,1,13486,47,5,242,867,14595,11825,3,0,74,0,0,0,,Agent 30
7/23/2020,189,1,12909,55,0,831,2919,16659,13998,10,0,77,0,0,0,,Agent 37
12/1/2020,1421,1,28849,33,12,1870,876,31595,13124,27,0,39,0,0,0,,Agent 5
11/27/2020,536,1,9260,37,0,0,1380,10640,10006,7,0,32,0,0,0,,Agent 19
5/29/2020,353,1,5808,52,0,69,614,6491,6491,3,0,14,0,0,0,,Agent 27
4/28/2020,97,1,14243,62,4,735,2865,17843,17361,10,0,26,0,0,0,,Agent 37
8/15/2020,230,1,1066,5,0,0,147,1213,1213,0,0,0,0,0,0,,Agent 47
9/23/2020,432,1,15646,48,3,523,920,17089,16912,25,0,67,0,0,0,,Agent 41
5/20/2020,430,1,5140,50,0,496,273,5909,5909,5,0,193,0,0,0,,Agent 27
6/27/2020,209,1,7197,34,0,829,516,8542,8346,4,0,43,0,0,0,,Agent 46
10/21/2020,418,1,15777,53,3,1384,1119,18280,17216,12,0,33,0,0,0,,Agent 41
12/19/2020,210,1,8457,28,2,67,786,9310,9032,6,0,33,0,0,0,,Agent 5
3/7/2020,204,1,8358,38,0,0,1226,9584,9152,15,0,13,0,0,0,,Agent 19
6/20/2020,210,1,7803,40,0,1834,200,9837,9475,2,0,54,0,0,0,,Agent 3
5/11/2020,210,1,19726,58,2,1206,579,21511,21251,16,0,45,0,0,0,,Agent 15
5/5/2020,387,1,4257,22,0,341,1372,5970,5970,1,0,7,0,0,0,,Agent 24
4/25/2020,146,1,1885,4,0,0,436,2321,2321,0,0,2,0,0,0,,Agent 17
6/23/2020,207,1,17634,65,5,1929,1609,21172,17416,31,0,32,0,0,0,,Agent 19
2/22/2020,213,1,8649,30,0,321,1061,10031,10031,3,0,17,0,0,0,,Agent 15
9/1/2020,48,1,12877,47,0,1545,2167,16589,14091,11,0,68,0,0,0,,Agent 37
2/27/2020,1,1,,,,,,,,1,0,0,0,0,0,,Agent 47
3/13/2020,382,1,8618,38,3,914,379,9911,9614,9,0,103,0,0,0,,Agent 5
4/6/2020,338,1,8354,35,0,1434,1030,10818,10818,5,0,31,0,0,0,,Agent 39
7/23/2020,190,1,16191,57,0,2232,1272,19695,14090,10,0,73,0,0,0,,Agent 46
4/14/2020,238,1,20887,82,1,711,1131,22729,20462,11,0,56,0,0,0,,Agent 15
5/19/2020,477,1,15802,56,2,1817,430,18049,11324,7,0,54,0,0,0,,Agent 3
4/27/2020,389,1,8064,59,0,0,424,8488,8488,1,0,1,0,0,0,,Agent 27
10/10/2020,210,1,7167,49,0,318,290,7775,7659,1,0,46,0,0,0,,Agent 3
8/8/2020,210,1,5935,34,0,520,700,7155,7155,3,0,54,0,0,0,,Agent 19
7/23/2020,54,1,7656,51,5,1746,1456,10858,10439,4,0,41,0,0,0,,Agent 13
11/27/2020,0,1,13588,63,0,2320,2038,17946,15912,8,0,76,0,0,0,,Agent 46
10/26/2020,371,1,18056,38,4,2162,1323,21541,13573,10,0,13,0,0,0,,Agent 41
6/6/2020,214,1,7173,27,0,498,137,7808,7808,0,0,61,0,0,0,,Agent 15
5/5/2020,447,1,13202,68,0,16,914,14132,14132,6,0,16,0,0,0,,Agent 45
4/16/2020,348,1,9323,49,0,4,340,9667,9667,2,0,0,0,0,0,,Agent 27
7/23/2020,140,1,14535,30,8,415,554,15504,12736,1,0,43,0,0,0,,Agent 30
2/18/2020,119,1,27217,38,0,1156,2400,30773,14489,55,0,46,0,0,0,,Agent 28
2/29/2020,208,1,9299,46,0,93,1235,10627,10447,6,0,24,0,0,0,,Agent 12
8/18/2020,488,1,16200,52,9,1654,1779,19633,14979,50,0,74,0,0,0,,Agent 15
6/5/2020,94,1,17408,48,0,2461,1690,21559,18623,3,0,77,0,0,0,,Agent 34
8/4/2020,370,1,17457,37,5,2380,775,20612,12137,15,0,7,0,0,0,,Agent 41
11/28/2020,269,1,5321,23,6,56,560,5937,5486,20,0,14,0,0,0,,Agent 19
7/25/2020,210,1,7087,40,0,150,268,7505,7443,3,0,75,0,0,0,,Agent 15
2/7/2020,299,1,13484,60,0,2367,3512,19363,18819,36,0,100,0,0,0,,Agent 28
5/18/2020,389,1,22624,55,4,643,569,23836,17877,27,0,51,0,0,0,,Agent 15
5/26/2020,48,1,7337,47,0,371,319,8027,8027,3,0,8,0,0,0,,Agent 27
11/19/2020,1490,1,16464,85,0,2040,3255,21759,21699,16,0,988,0,0,0,,Agent 28
12/5/2020,213,1,8916,28,1,1736,572,11224,11194,0,0,22,0,0,0,,Agent 15
3/30/2020,294,1,8041,49,0,1398,1012,10451,10451,4,0,0,0,0,0,,Agent 27
3/25/2020,369,1,20894,30,6,3012,853,24759,11994,31,0,2,0,0,0,,Agent 41
5/29/2020,360,1,14327,45,7,971,766,16064,13736,17,0,76,0,0,0,,Agent 15
4/13/2020,407,1,13820,83,0,671,532,15023,15023,3,0,13,0,0,0,,Agent 27
6/13/2020,210,1,5401,39,0,114,541,6056,6056,2,0,85,0,0,0,,Agent 35
8/3/2020,379,1,22578,26,4,3686,326,26590,10453,14,0,1,0,0,0,,Agent 41
2/14/2020,33,1,1560,2,0,0,63,1623,1623,0,0,0,0,0,0,,Agent 47
2/8/2020,236,1,8195,40,0,0,3634,11829,11391,5,0,25,0,0,0,,Agent 46
10/27/2020,286,1,14858,48,7,1197,2580,18635,15156,26,0,48,0,0,0,,Agent 19
9/19/2020,210,1,5786,36,0,519,231,6536,6536,4,0,60,0,0,0,,Agent 3
12/19/2020,209,1,8025,32,0,1191,292,9508,9508,6,0,31,0,0,0,,Agent 28
5/2/2020,210,1,8628,48,1,188,368,9184,8951,5,0,24,0,0,0,,Agent 3
12/11/2020,471,1,17381,34,1,1724,1638,20743,16393,17,0,34,0,0,0,,Agent 41
1/21/2020,29,1,,,,,,,,13,0,2,0,0,0,,NULL
6/5/2020,429,1,10929,86,0,501,3727,15157,14832,7,0,103,0,0,0,,Agent 19
6/15/2020,346,1,16541,50,9,4779,1725,23045,18332,7,0,34,0,0,0,,Agent 39
5/26/2020,391,1,22979,28,13,2267,1516,26762,9602,6,0,17,0,0,0,,Agent 39
5/23/2020,207,1,6984,32,0,317,1327,8628,8628,2,0,38,0,0,0,,Agent 12
8/7/2020,179,1,17065,72,0,1377,3795,22237,21931,10,0,64,0,0,0,,Agent 12
5/4/2020,333,1,4113,19,0,0,253,4366,4366,2,0,2,0,0,0,,Agent 8
11/14/2020,256,1,1588,6,0,227,1476,3291,3291,0,0,60,0,0,0,,Agent 47
10/30/2020,314,1,19013,38,9,545,389,19947,14652,32,0,113,0,0,0,,Agent 5
5/1/2020,208,1,11934,52,14,1207,2311,15452,14576,44,0,16,0,0,0,,Agent 46
4/15/2020,155,1,21820,53,1,2451,863,25134,10789,5,0,42,0,0,0,,Agent 3
4/28/2020,104,1,12083,50,5,59,1067,13209,11737,37,0,33,0,0,0,,Agent 35
11/9/2020,383,1,17584,57,6,869,1876,20329,12980,4,0,39,0,0,0,,Agent 3
9/5/2020,207,1,4259,36,0,1051,1393,6703,6703,3,0,69,0,0,0,,Agent 25
5/1/2020,180,1,18208,57,3,3244,1748,23200,23070,13,0,1,0,0,0,,Agent 41
10/30/2020,285,1,14019,78,2,645,1608,16272,16010,6,0,101,0,0,0,,Agent 12
5/8/2020,367,1,5487,23,0,94,141,5722,5722,0,0,6,0,0,0,,Agent 27
5/22/2020,338,1,16481,41,4,1860,463,18804,17545,40,0,107,0,0,0,,Agent 5
4/17/2020,236,1,32765,47,0,1410,1216,35391,14333,11,0,7,0,0,0,,Agent 15
3/27/2020,279,1,5538,25,0,0,1474,7012,7012,1,0,20,0,0,0,,Agent 45
6/22/2020,220,1,30535,47,1,702,611,31848,16489,9,0,14,0,0,0,,Agent 15
4/9/2020,411,1,7643,50,0,659,360,8662,8662,3,0,88,0,0,0,,Agent 27
3/21/2020,128,1,1704,10,0,0,170,1874,1874,14,0,0,0,0,0,,Agent 1
4/4/2020,194,1,5159,28,0,42,630,5831,5831,2,0,88,0,0,0,,Agent 37
4/23/2020,356,1,1241,5,0,229,77,1547,1547,0,0,0,0,0,0,,Agent 23
11/4/2020,270,1,13889,55,1,1112,715,15716,10945,5,0,116,0,0,0,,Agent 3
5/14/2020,89,1,2377,9,0,158,46,2581,2581,2,0,11,0,0,0,,Agent 27
10/10/2020,12,1,,,,,,,,2,0,3,0,0,0,,Agent 44
11/10/2020,173,1,21559,31,5,424,426,22409,13089,33,0,95,0,0,0,,Agent 5
8/19/2020,354,1,19286,35,11,1208,1696,22190,17392,32,0,23,0,0,0,,Agent 5
10/28/2020,5,1,2847,9,0,141,2695,5683,5683,0,0,10,0,0,0,,Agent 47
1/21/2020,27,1,,,,,,,,0,0,2,0,0,0,,Agent 25
5/11/2020,329,1,5126,46,0,0,305,5431,5431,2,0,4,0,0,0,,Agent 27
4/4/2020,219,1,7219,28,0,224,379,7822,7822,3,0,79,0,0,0,,Agent 41
3/21/2020,211,1,7561,39,0,115,1274,8950,8128,11,0,25,0,0,0,,Agent 19
9/10/2020,487,1,14690,36,2,1622,2475,18787,14017,8,0,31,0,0,0,,Agent 19
4/13/2020,216,1,21911,52,3,639,1078,23628,17834,3,0,42,0,0,0,,Agent 15
12/17/2021,540,1,16606,54,1,1298,787,18691,18446,21,2,168,0,1,0,0,Agent 28
12/16/2021,524,1,15739,37,3,211,233,16183,11579,18,8,108,148,1,0,0,Agent 30
12/14/2021,541,1,14054,69,1,0,945,14999,14655,10,2,219,0,0,1,0,Agent 46
12/27/2021,540,1,16372,52,3,549,368,17289,17041,13,7,118,0,0,1,0,Agent 15
2/4/2022,369,1,13992,31,4,910,127,15029,14224,7,13,96,0,0,0,0,Agent 5
2/28/2022,528,1,24577,81,6,1095,300,25972,25160,22,3,14,36,1,0,0,Agent 30
12/2/2021,540,1,18744,103,1,982,985,20711,20552,8,2,110,0,0,1,0,Agent 46
1/26/2022,541,1,13292,36,6,395,615,14302,13776,70,0,131,0,0,1,0,Agent 15
12/28/2021,480,1,2721,4,2,0,220,2941,2613,13,1,127,240,1,0,3,Agent 19
12/14/2021,497,1,16350,45,2,2666,1961,20977,20639,11,0,118,0,0,0,0,Agent 41
12/23/2021,513,1,11769,69,4,1529,469,13767,13526,10,19,195,0,1,0,0,Agent 3
12/7/2021,540,1,14046,34,2,2160,515,16721,16537,10,40,92,0,0,1,0,Agent 36
1/28/2022,543,1,15467,45,3,649,505,16621,16436,15,4,152,0,0,1,0,Agent 15
1/11/2022,545,1,18546,49,3,1545,969,21060,20833,12,5,116,0,1,0,3,Agent 14
2/9/2022,495,1,15043,59,5,1987,291,17321,17231,12,2,124,0,1,0,0,Agent 12
2/8/2022,514,1,13704,41,2,2391,244,16339,15398,34,12,128,0,1,0,0,Agent 21
2/9/2022,541,1,11133,32,7,1490,690,13313,12943,14,15,46,0,1,0,0,Agent 35
3/12/2022,211,1,8540,25,2,143,201,8884,8312,16,3,56,0,0,0,0,Agent 29
12/13/2021,511,1,13665,75,2,1811,495,15971,15840,21,26,135,0,1,0,0,Agent 3
2/11/2022,538,1,19329,80,2,1040,307,20676,20571,8,8,147,0,1,0,0,Agent 12
1/31/2022,541,1,10986,39,8,1123,1468,13577,12484,56,8,77,10,1,0,0,Agent 19
2/14/2022,390,1,16016,40,9,1485,843,18344,17445,41,1,12,0,1,0,0,Agent 41
12/13/2021,542,1,19663,65,2,607,542,20812,20752,20,8,108,0,0,1,0,Agent 29
1/3/2022,543,1,26538,53,3,2475,542,29555,26193,64,0,27,0,1,0,0,Agent 5
3/7/2022,427,1,15899,30,0,976,179,17054,17054,2,7,10,0,1,0,0,Agent 22
11/29/2021,515,1,14206,93,2,1964,784,16954,16921,9,27,115,0,1,0,0,Agent 3
2/3/2022,508,1,7865,32,2,182,1063,9110,8680,26,4,118,20,1,0,2,Agent 19
1/7/2022,310,1,8011,30,3,434,125,8570,8073,6,0,84,60,1,0,0,Agent 30
2/22/2022,535,1,16051,88,0,2360,523,18934,18934,7,38,102,0,1,0,0,Agent 3
2/17/2022,539,1,12522,53,0,505,692,13719,13719,4,15,218,0,0,1,0,Agent 46
12/6/2021,540,1,20599,53,0,826,979,22404,22404,20,15,83,0,1,0,0,Agent 28
12/13/2021,537,1,15614,73,0,771,838,17223,17223,5,8,151,0,0,1,0,Agent 46
1/21/2022,444,1,16713,49,3,3451,535,20699,19800,26,4,42,0,1,0,0,Agent 41
3/16/2022,541,1,16227,43,3,621,341,17189,16481,25,6,166,0,0,1,0,Agent 29
2/2/2022,503,1,14361,47,7,2350,355,17066,16122,11,3,133,0,1,0,0,Agent 21
11/29/2021,540,1,17981,66,4,472,691,19144,18118,44,10,93,0,0,1,0,Agent 29
3/1/2022,540,1,14668,27,13,717,717,16102,14817,57,16,92,0,1,0,2,Agent 35
1/11/2022,545,1,20547,52,15,341,435,21323,18432,52,0,95,0,0,1,0,Agent 5
1/26/2022,544,1,9886,47,4,298,461,10645,9715,57,9,184,0,0,1,0,Agent 29
2/10/2022,539,1,10612,24,2,1315,841,12768,11322,29,22,107,0,1,0,0,Agent 35
1/24/2022,510,1,13040,90,2,1974,636,15650,15442,18,35,133,0,1,0,0,Agent 3
1/10/2022,540,1,7760,0,2,0,307,8067,8008,6,0,364,0,1,0,11,Agent 35
1/19/2022,549,1,9869,0,9,0,477,10346,9345,44,0,329,0,1,0,15,Agent 14
1/27/2022,506,1,15602,45,3,2561,332,18495,17929,12,10,91,0,1,0,0,Agent 21
12/4/2021,210,1,6532,35,0,145,297,6974,6974,2,4,81,0,0,0,0,Agent 15
1/14/2022,538,1,20483,38,9,1263,490,22236,17804,70,20,97,0,1,0,0,Agent 5
2/14/2022,417,1,15971,38,8,3648,232,19851,18482,39,4,8,0,1,0,0,Agent 21
3/15/2022,511,1,17109,54,5,2599,604,20312,19790,12,0,99,0,1,0,0,Agent 48
1/24/2022,536,1,16521,70,4,483,1226,18230,17386,30,13,105,0,0,1,0,Agent 46
12/3/2021,574,1,15650,60,1,177,182,16009,15965,3,5,80,112,0,1,0,Agent 30
1/13/2022,298,1,9723,40,0,1351,206,11280,11280,3,9,74,0,0,0,0,Agent 12
2/15/2022,539,1,984,0,3,0,330,1314,330,25,0,0,0,1,0,0,Agent 19
1/11/2022,510,1,16156,69,5,1829,633,18618,17855,27,7,118,0,1,0,0,Agent 9
3/15/2022,510,1,11505,87,4,1367,475,13347,13127,8,45,158,0,1,0,0,Agent 3
1/26/2022,541,1,13523,34,8,1862,1273,16658,15969,26,10,157,0,1,0,1,Agent 35
12/11/2021,210,1,5762,29,1,50,276,6088,5940,6,5,88,0,0,0,0,Agent 15
2/18/2022,538,1,14401,69,0,400,1032,15833,15833,4,15,175,0,0,1,0,Agent 46
1/19/2022,544,1,19791,88,1,1186,2469,23446,23400,11,17,38,30,1,0,0,Agent 19
12/8/2021,499,1,12739,50,1,438,188,13365,13168,9,2,212,0,1,0,0,Agent 12
2/5/2022,211,1,9878,29,1,452,301,10631,10562,1,0,43,0,0,0,0,Agent 5
3/22/2022,422,1,17766,64,1,913,218,18897,18862,16,9,45,0,1,0,0,Agent 12
3/23/2022,506,1,16531,70,3,816,245,17592,17454,26,8,128,0,1,0,0,Agent 12
12/29/2021,541,1,4724,0,3,152,246,5122,4620,21,0,413,0,1,0,11,Agent 14
2/1/2022,519,1,15525,73,2,1113,504,17142,16680,11,15,159,0,1,0,0,Agent 9
1/24/2022,507,1,18331,59,5,2348,549,21228,20513,18,1,79,0,1,0,0,Agent 48
1/10/2022,530,1,14695,41,4,1327,609,16631,15254,45,30,83,0,0,1,0,Agent 36
1/12/2022,541,1,19314,52,3,1685,580,21579,20591,26,1,76,0,0,1,0,Agent 15
2/22/2022,528,1,20919,62,4,2727,454,24100,23314,19,0,75,0,1,0,0,Agent 48
3/9/2022,541,1,19628,80,0,1098,682,21408,21408,16,0,104,0,1,0,0,Agent 28
1/10/2022,541,1,17955,58,1,1872,485,20312,20218,6,0,93,0,0,1,0,Agent 15
1/15/2022,213,1,9846,26,4,718,245,10809,10395,20,8,25,0,0,0,0,Agent 48
1/28/2022,539,1,12429,38,5,2816,1122,16367,15767,15,21,147,0,1,0,0,Agent 35
3/19/2022,212,1,7642,23,1,222,154,8018,7916,3,3,71,0,0,0,0,Agent 5
2/18/2022,544,1,14142,52,2,3321,423,17886,17463,12,0,149,0,1,1,0,Agent 48
3/7/2022,541,1,23782,88,1,1051,1040,25873,25776,37,0,34,0,1,0,0,Agent 28
2/26/2022,208,1,7489,21,0,464,138,8091,8091,5,7,73,0,0,0,0,Agent 22
2/25/2022,497,1,17399,49,2,2890,291,20580,19167,6,4,67,0,0,1,0,Agent 21
1/20/2022,502,1,19789,77,0,1281,1614,22684,22684,6,16,33,22,1,0,0,Agent 19
12/29/2021,529,1,19890,45,9,1660,649,22199,20697,52,8,110,0,1,0,0,Agent 5
3/14/2022,516,1,20857,50,14,2470,437,23764,21683,51,4,67,0,1,0,0,Agent 5
12/18/2021,201,1,6075,27,1,153,57,6285,6202,5,0,71,21,0,0,0,Agent 30
2/1/2022,510,1,10417,42,2,382,146,10945,10797,28,7,109,143,1,0,0,Agent 30
12/23/2021,547,1,11450,36,2,2325,529,14304,13901,11,22,128,0,0,1,0,Agent 36
1/6/2022,446,1,17370,38,0,471,521,18362,18362,0,0,30,0,1,0,0,Agent 22
2/19/2022,221,1,6105,22,0,634,416,7155,7155,2,10,58,0,0,0,0,Agent 35
1/28/2022,399,1,12471,44,1,1348,152,13971,13949,4,4,115,0,1,0,0,Agent 12
12/8/2021,541,1,6150,0,7,0,359,6509,5716,36,2,298,0,1,0,8,Agent 14
2/2/2022,508,1,12622,63,0,1218,338,14178,14178,0,27,176,0,1,0,0,Agent 3
1/18/2022,546,1,18853,0,0,0,664,19517,19517,2,0,240,0,1,0,33,Agent 14
3/17/2022,514,1,11145,44,1,163,900,12208,12105,20,1,204,36,1,0,2,Agent 19
3/3/2022,544,1,16525,34,1,2540,480,19545,19225,9,30,67,0,0,1,0,Agent 36
3/1/2022,544,1,19851,63,5,799,539,21189,20883,69,4,44,0,0,1,0,Agent 29
3/18/2022,540,1,5923,0,6,0,617,6540,6213,19,0,340,0,0,0,13,Agent 35
11/30/2021,511,1,22842,41,16,1452,533,24827,18691,121,8,31,0,1,0,0,Agent 5
12/18/2021,90,1,1096,6,0,43,21,1160,1160,1,21,47,0,0,0,0,Agent 9
1/31/2022,540,1,17619,62,4,163,706,18488,17952,21,3,92,85,1,0,0,Agent 30
11/30/2021,515,1,19766,53,9,2179,476,22421,21517,9,7,59,0,1,0,0,Agent 48
2/23/2022,511,1,12491,84,0,2231,503,15225,15225,5,29,157,0,1,0,0,Agent 3
2/25/2022,492,1,17919,32,0,735,206,18860,18860,2,0,76,0,1,0,0,Agent 22
2/16/2022,513,1,14226,43,6,245,388,14859,11964,72,2,51,145,1,0,0,Agent 30
12/11/2021,201,1,6284,21,3,902,134,7320,7187,1,0,80,0,0,0,0,Agent 48
2/14/2022,435,1,11470,19,0,1531,178,13179,13179,7,6,16,0,1,0,0,Agent 22
2/28/2022,443,1,18630,44,0,2442,256,21328,21328,6,0,0,0,1,0,0,Agent 22
3/16/2022,389,1,13260,39,4,713,396,14369,14188,35,0,76,0,0,0,0,Agent 41
2/25/2022,480,1,17044,63,2,1630,729,19403,19144,43,0,71,0,1,0,0,Agent 28
